func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
FEMININO;31;SEM INFO;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Comércio;18;1279,6;NAO
FEMININO;43;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1270,93;NAO
MASCULINO;23;PRETA-PARDA;SUPERIOR_INCOMPLETO;MA;NAO;DE 250 A 499;Comércio;44;1037,42;NAO
MASCULINO;21;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Construçao civil;44;1149,64;NAO
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;4200;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;28;695,7;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1542,09;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1031;NAO
FEMININO;43;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1565,45;SIM
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1566;NAO
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;11;1199,03;NAO
FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1819,58;SIM
MASCULINO;36;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 10 A 19;Agricultura;44;953,47;NAO
MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1497,61;SIM
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1000,6;NAO
MASCULINO;30;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1144,12;NAO
FEMININO;41;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;2032,52;SIM
MASCULINO;44;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;1050,02;NAO
MASCULINO;34;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;3352,56;SIM
FEMININO;18;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;996,5;NAO
MASCULINO;51;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;13131,17;SIM
MASCULINO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1061,55;NAO
MASCULINO;23;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 5 A 9;Agricultura;44;718,86;NAO
MASCULINO;28;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Construçao civil;44;2308,61;SIM
MASCULINO;36;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 10 A 19;Indústria;44;1261,45;NAO
FEMININO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1021,05;NAO
MASCULINO;37;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1096,04;NAO
MASCULINO;44;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Construçao civil;44;1854,5;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;42;1228,5;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1205,02;NAO
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 100 A 249;Serviços;14;2863,5;SIM
FEMININO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;452,1;NAO
FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;3112,31;SIM
MASCULINO;19;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Indústria;44;919,26;NAO
MASCULINO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1338,81;NAO
FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1320;NAO
MASCULINO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;5757,46;NAO
FEMININO;18;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;36;1165,95;NAO
FEMININO;62;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Administraçao pública;44;2334,41;SIM
MASCULINO;36;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;0;3102,46;SIM
FEMININO;23;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;DE 20 A 49;Serviços;44;1112,3;NAO
FEMININO;24;SEM INFO;SUPERIOR_COMPLETO;PB;NAO;DE 5 A 9;Comércio;30;1681,3;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;997,99;NAO
MASCULINO;23;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Agricultura;44;1505,09;SIM
MASCULINO;22;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1626,08;SIM
MASCULINO;56;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1453,79;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1135,26;NAO
MASCULINO;37;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1470,62;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PE;SIM;DE 50 A 99;Comércio;44;1132,26;NAO
MASCULINO;41;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Serviços;44;1500;NAO
FEMININO;33;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;SIM;DE 20 A 49;Comércio;44;1701,64;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Indústria;44;2101,95;SIM
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;BA;SIM;DE 250 A 499;Serviços;44;948,1;NAO
FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1539,09;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;SIM;1000 OU MAIS;Serviços;44;1628,97;SIM
FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Comércio;0;1682,79;NAO
MASCULINO;24;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Comércio;0;641,02;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;1;908,04;NAO
FEMININO;24;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Comércio;44;1511,01;SIM
MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 10 A 19;Indústria;44;1300;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;36;344,3;NAO
MASCULINO;40;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Indústria;44;1500;NAO
FEMININO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1001,1;NAO
FEMININO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1402,63;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;310,28;NAO
MASCULINO;35;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;810,44;NAO
MASCULINO;32;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1157,41;NAO
MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1662,15;SIM
MASCULINO;29;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;ATE 4;Construçao civil;44;1466,6;NAO
MASCULINO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;ATE 4;Comércio;40;3021,13;SIM
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 250 A 499;Serviços;44;1131,23;NAO
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1137,46;NAO
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1737,26;SIM
MASCULINO;31;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 100 A 249;Agricultura;44;1541,3;SIM
MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 250 A 499;Construçao civil;44;2725,69;NAO
MASCULINO;40;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Agricultura;44;1005;NAO
FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1791,35;SIM
FEMININO;35;INDIGENA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;36;10119,48;SIM
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 100 A 249;Indústria;44;1733,67;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1550,73;SIM
FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;30;2641,31;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1334,75;SIM
MASCULINO;38;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Agricultura;44;4506,68;SIM
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 20 A 49;Serviços;30;3223,29;SIM
MASCULINO;36;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;962,36;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1798,01;SIM
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1299,25;NAO
MASCULINO;39;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1583,27;SIM
MASCULINO;32;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;983,89;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;ATE 4;Serviços;44;1999,58;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1374,04;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 100 A 249;Serviços;36;1217,85;NAO
MASCULINO;39;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1340,01;NAO
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Serviços;36;1698,5;SIM
MASCULINO;42;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;2075,31;NAO
FEMININO;66;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1556,09;SIM
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 100 A 249;Comércio;44;1195,5;NAO
FEMININO;33;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 500 A 999;Agricultura;43;1188,91;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Indústria;44;1020,55;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Comércio;44;1717,34;SIM
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Comércio;44;696,31;NAO
MASCULINO;59;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 250 A 499;Indústria;33;25518,21;SIM
MASCULINO;26;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;44;2028,48;NAO
MASCULINO;35;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;1446,18;SIM
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1234,46;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;44;1427;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;40;1742,64;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;859,97;NAO
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;1;2590,09;SIM
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1120,37;NAO
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Serviços;40;5105;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;44;1862,67;SIM
FEMININO;39;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;16;729,16;NAO
MASCULINO;39;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Serviços;44;998;NAO
MASCULINO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;998;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1802,71;SIM
MASCULINO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1435,21;SIM
FEMININO;32;PRETA-PARDA;SUPERIOR_INCOMPLETO;RN;NAO;DE 250 A 499;Serviços;36;1749,98;SIM
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;997,99;NAO
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Comércio;20;1295,35;NAO
FEMININO;61;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1504,93;SIM
FEMININO;27;SEM INFO;SUPERIOR_INCOMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1587,87;NAO
FEMININO;29;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;ATE 4;Comércio;44;1326,78;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;2384,51;NAO
MASCULINO;47;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Construçao civil;44;1676;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Comércio;44;1063,18;NAO
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;2588,26;SIM
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2499,99;NAO
MASCULINO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1142,36;NAO
MASCULINO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1050,12;NAO
MASCULINO;39;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;2279,91;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;978,1;NAO
FEMININO;46;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;44;998;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1428,96;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1537,92;SIM
MASCULINO;30;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;40;1248,6;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;41;1733;NAO
FEMININO;36;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Agricultura;44;2847,3;SIM
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;20;1106,79;SIM
FEMININO;60;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1722,22;SIM
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1589,09;SIM
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;3195,31;NAO
MASCULINO;21;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Administraçao pública;44;1827,89;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1100;NAO
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1812,41;NAO
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;7948,14;SIM
MASCULINO;37;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Serviços;44;3090,34;SIM
MASCULINO;19;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;44;1029,99;NAO
FEMININO;37;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1049,11;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1009;NAO
MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Construçao civil;44;1752,75;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1683,92;SIM
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1000,01;NAO
FEMININO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1989,7;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Agricultura;44;1564,85;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Serviços;44;1030,51;NAO
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1040,46;NAO
FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;42;1792,35;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1274,2;NAO
MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1798,28;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1529,06;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1255,6;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;26;627,53;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;40;2605,03;SIM
FEMININO;44;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1860,42;SIM
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;20;1139,25;NAO
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1727,5;SIM
FEMININO;24;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1929,29;SIM
FEMININO;37;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Indústria;44;1153,83;NAO
FEMININO;25;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1897,1;SIM
FEMININO;26;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;1046,5;NAO
MASCULINO;31;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;2100,02;SIM
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Serviços;44;1030;NAO
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;4741,98;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1482,37;NAO
MASCULINO;48;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Comércio;44;1350,72;NAO
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1537,53;NAO
FEMININO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1484,06;SIM
MASCULINO;23;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;2236,31;SIM
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;1000 OU MAIS;Serviços;40;5650,57;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;22;1036,21;SIM
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;9;1102,39;NAO
FEMININO;43;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;40;2796,17;SIM
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1082,41;NAO
FEMININO;19;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;998;NAO
MASCULINO;28;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Serviços;36;1003,6;NAO
FEMININO;38;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1667,66;SIM
MASCULINO;23;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Indústria;44;947,39;NAO
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;1230,18;NAO
MASCULINO;23;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1319,53;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;36;1339,85;NAO
FEMININO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 10 A 19;Serviços;20;2410,44;SIM
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;993,38;NAO
MASCULINO;41;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;9;6429,84;SIM
MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1040,85;NAO
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;4000;NAO
FEMININO;32;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Comércio;44;2638,02;SIM
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;30;3107,56;NAO
MASCULINO;21;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;1049,32;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1715,06;SIM
MASCULINO;46;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Comércio;44;1031,26;NAO
MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;2435,8;NAO
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;1402,57;SIM
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;40;3258,57;SIM
MASCULINO;56;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1099,99;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;2082,32;SIM
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1967,73;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Indústria;44;1530,44;NAO
MASCULINO;40;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Agricultura;44;452,83;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;910,84;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Comércio;44;1500;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1296,26;NAO
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;24;569,03;NAO
FEMININO;49;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1461,67;NAO
FEMININO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;2671,75;NAO
FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2055,37;SIM
FEMININO;40;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1091,76;NAO
